@relation synthetic_anomaly_detection_stream_data_7anomalies

@attribute x numeric
@attribute y numeric
@attribute is_anomaly {0,1}

@data
0.22,0.221052632,0
0.33,0.105263158,0
0.28,0.178947368,0
0.39,0.189473684,0
0.66,0.157894737,0
0.68,0.105263158,0
0.53,0.168421053,0
0.35,0.136842105,0
0.43,0.178947368,0
0.5,0.094736842,0
0.64,0.168421053,0
0.3,0.178947368,0
0.58,0.221052632,0
0.68,0.147368421,0
0.15,0.105263158,0
0.33,0.210526316,0
0.73,0.189473684,0
0.44,0.147368421,0
0.5,0.115789474,0
0.15,0.084210526,0
0.3,0.073684211,0
0.66,0.147368421,0
0.63,0.168421053,0
0.34,0.126315789,0
0.71,0.105263158,0
0.49,0.136842105,0
0.6,0.178947368,0
0.53,0.094736842,0
0.52,0.178947368,0
0.39,0.115789474,0
0.44,0.073684211,0
0.39,0.210526316,0
0.63,0.178947368,0
0.37,0.168421053,0
0.13,0.189473684,0
0.24,0.231578947,0
0.6,0.084210526,0
0.51,0.210526316,0
0.24,0.189473684,0
0.09,0.147368421,0
0.21,0.094736842,0
0.29,0.157894737,0
0.14,0.210526316,0
0.3,0.052631579,0
0.63,0.189473684,0
0.36,0.105263158,0
0.5,0.084210526,0
0.41,0.2,0
0.11,0.126315789,0
0.14,0.126315789,0
0.19,0.178947368,0
0.61,0.210526316,0
0.22,0.168421053,0
0.38,0.168421053,0
0.48,0.136842105,0
0.08,0.126315789,0
0.06,0.157894737,0
0.11,0.084210526,0
0.13,0.263157895,0
0.17,0.178947368,0
0.12,0.189473684,0
0.18,0.178947368,0
0.75,0.105263158,0
0.48,0.221052632,0
0.27,0.157894737,0
0.25,0.178947368,0
0.35,0.147368421,0
0.39,0.147368421,0
0.2,0.2,0
0.67,0.147368421,0
0.11,0.094736842,0
0.25,0.147368421,0
0.33,0.178947368,0
0.1,0.126315789,0
0.45,0.126315789,0
0.38,0.136842105,0
0.47,0.157894737,0
0.66,0.126315789,0
0.23,0.147368421,0
0.1,0.147368421,0
0.27,0.168421053,0
0.26,0.231578947,0
0.67,0.210526316,0
0.2,0.115789474,0
0.35,0.157894737,0
0.09,0.231578947,0
0.65,0.094736842,0
0.5,0.210526316,0
0.54,0.157894737,0
0.39,0.252631579,0
0.42,0.147368421,0
0.14,0.189473684,0
0.1,0.221052632,0
0.44,0.147368421,0
0.64,0.063157895,0
0.58,0.094736842,0
0.66,0.084210526,0
0.39,0.168421053,0
0.25,0.115789474,0
0.24,0.147368421,0
0.4,0.189473684,0
0.48,0.168421053,0
0.07,0.147368421,0
0.24,0.157894737,0
0.2,0.210526316,0
0.42,0.242105263,0
0.52,0.115789474,0
0.42,0.136842105,0
0.36,0.136842105,0
0.3,0.115789474,0
0.16,0.168421053,0
0.69,0.210526316,0
0.24,0.168421053,0
0.63,0.105263158,0
0.16,0.157894737,0
0.59,0.189473684,0
0.29,0.2,0
0.48,0.168421053,0
0.36,0.189473684,0
0.27,0.157894737,0
0.37,0.115789474,0
0.2,0.084210526,0
0.09,0.242105263,0
0.43,0.147368421,0
0.47,0.094736842,0
0.66,0.147368421,0
0.57,0.094736842,0
0.19,0.178947368,0
0.64,0.115789474,0
0.31,0.136842105,0
0.28,0.136842105,0
0.52,0.157894737,0
0.58,0.136842105,0
0.28,0.126315789,0
0.67,0.210526316,0
0.36,0.073684211,0
0.45,0.2,0
0.56,0.073684211,0
0.29,0.178947368,0
0.56,0.136842105,0
0.36,0.084210526,0
0.58,0.2,0
0.42,0.2,0
0.23,0.147368421,0
0.53,0.221052632,0
0.64,0.242105263,0
0.5,0.178947368,0
0.62,0.221052632,0
0.13,0.252631579,0
0.67,0.115789474,0
0.24,0.147368421,0
0.74,0.115789474,0
0.17,0.094736842,0
0.65,0.178947368,0
0.13,0.210526316,0
0.43,0.210526316,0
0.56,0.252631579,0
0.14,0.136842105,0
0.58,0.157894737,0
0.4,0.073684211,0
0.11,0.157894737,0
0.17,0.052631579,0
0.14,0.157894737,0
0.1,0.168421053,0
0.21,0.094736842,0
0.6,0.115789474,0
0.4,0.136842105,0
0.24,0.221052632,0
0.65,0.221052632,0
0.61,0.157894737,0
0.58,0.231578947,0
0.56,0.094736842,0
0.25,0.105263158,0
0.23,0.210526316,0
0.22,0.2,0
0.17,0.231578947,0
0.4,0.115789474,0
0.55,0.178947368,0
0.64,0.136842105,0
0.47,0.147368421,0
0.55,0.094736842,0
0.2,0.178947368,0
0.11,0.115789474,0
0.19,0.063157895,0
0.59,0.178947368,0
0.48,0.221052632,0
0.41,0.147368421,0
0.62,0.221052632,0
0.54,0.147368421,0
0.2,0.242105263,0
0.18,0.263157895,0
0.18,0.273684211,0
0.26,0.294736842,0
0.22,0.210526316,0
0.28,0.252631579,0
0.32,0.221052632,0
0.25,0.284210526,0
0.26,0.263157895,0
0.3,0.263157895,0
0.21,0.189473684,0
0.31,0.189473684,0
0.23,0.273684211,0
0.25,0.263157895,0
0.21,0.284210526,0
0.22,0.326315789,0
0.34,0.178947368,0
0.27,0.252631579,0
0.28,0.294736842,0
0.3,0.284210526,0
0.29,0.315789474,0
0.19,0.326315789,0
0.27,0.305263158,0
0.26,0.294736842,0
0.31,0.315789474,0
0.21,0.263157895,0
0.24,0.221052632,0
0.32,0.284210526,0
0.25,0.210526316,0
0.17,0.336842105,0
0.16,0.231578947,0
0.24,0.315789474,0
0.25,0.263157895,0
0.19,0.284210526,0
0.24,0.189473684,0
0.24,0.2,0
0.26,0.221052632,0
0.21,0.252631579,0
0.24,0.294736842,0
0.25,0.2,0
0.22,0.252631579,0
0.26,0.210526316,0
0.21,0.168421053,0
0.27,0.315789474,0
0.21,0.178947368,0
0.29,0.231578947,0
0.29,0.242105263,0
0.32,0.221052632,0
0.25,0.315789474,0
0.29,0.252631579,0
0.28,0.305263158,0
0.32,0.210526316,0
0.22,0.221052632,0
0.3,0.189473684,0
0.23,0.315789474,0
0.27,0.157894737,0
0.16,0.231578947,0
0.2,0.221052632,0
0.28,0.326315789,0
0.17,0.210526316,0
0.24,0.252631579,0
0.21,0.210526316,0
0.3,0.357894737,0
0.19,0.178947368,0
0.23,0.305263158,0
0.22,0.263157895,0
0.17,0.231578947,0
0.22,0.315789474,0
0.22,0.263157895,0
0.27,0.294736842,0
0.23,0.231578947,0
0.18,0.189473684,0
0.31,0.168421053,0
0.17,0.273684211,0
0.23,0.315789474,0
0.27,0.263157895,0
0.26,0.368421053,0
0.29,0.273684211,0
0.22,0.273684211,0
0.19,0.263157895,0
0.28,0.263157895,0
0.21,0.2,0
0.16,0.347368421,0
0.32,0.326315789,0
0.19,0.273684211,0
0.24,0.2,0
0.24,0.210526316,0
0.24,0.178947368,0
0.22,0.242105263,0
0.18,0.273684211,0
0.23,0.210526316,0
0.26,0.326315789,0
0.23,0.221052632,0
0.26,0.210526316,0
0.2,0.189473684,0
0.2,0.347368421,0
0.22,0.284210526,0
0.28,0.263157895,0
0.23,0.273684211,0
0.19,0.242105263,0
0.26,0.189473684,0
0.17,0.273684211,0
0.27,0.231578947,0
0.22,0.221052632,0
0.27,0.263157895,0
0.18,0.252631579,0
0.28,0.263157895,0
0.23,0.263157895,0
0.29,0.273684211,0
0.33,0.273684211,0
0.25,0.294736842,0
0.27,0.284210526,0
0.2,0.231578947,0
0.18,0.315789474,0
0.16,0.221052632,0
0.29,0.273684211,0
0.28,0.231578947,0
0.21,0.263157895,0
0.18,0.2,0
0.27,0.263157895,0
0.18,0.315789474,0
0.24,0.210526316,0
0.18,0.263157895,0
0.32,0.315789474,0
0.25,0.273684211,0
0.17,0.231578947,0
0.26,0.294736842,0
0.29,0.231578947,0
0.29,0.221052632,0
0.22,0.263157895,0
0.24,0.242105263,0
0.25,0.231578947,0
0.32,0.242105263,0
0.2,0.305263158,0
0.26,0.168421053,0
0.28,0.2,0
0.27,0.157894737,0
0.33,0.242105263,0
0.24,0.242105263,0
0.33,0.305263158,0
0.22,0.210526316,0
0.28,0.157894737,0
0.19,0.263157895,0
0.27,0.368421053,0
0.27,0.294736842,0
0.24,0.357894737,0
0.28,0.2,0
0.17,0.284210526,0
0.34,0.263157895,0
0.27,0.231578947,0
0.32,0.315789474,0
0.22,0.284210526,0
0.24,0.263157895,0
0.22,0.294736842,0
0.24,0.242105263,0
0.21,0.263157895,0
0.23,0.221052632,0
0.31,0.2,0
0.26,0.252631579,0
0.3,0.221052632,0
0.27,0.273684211,0
0.21,0.252631579,0
0.19,0.242105263,0
0.26,0.315789474,0
0.17,0.326315789,0
0.24,0.263157895,0
0.21,0.273684211,0
0.19,0.273684211,0
0.25,0.305263158,0
0.3,0.273684211,0
0.3,0.347368421,0
0.16,0.242105263,0
0.18,0.242105263,0
0.24,0.231578947,0
0.22,0.263157895,0
0.26,0.252631579,0
0.22,0.210526316,0
0.31,0.263157895,0
0.24,0.252631579,0
0.25,0.231578947,0
0.33,0.2,0
0.17,0.284210526,0
0.27,0.305263158,0
0.21,0.168421053,0
0.24,0.273684211,0
0.27,0.273684211,0
0.3,0.273684211,0
0.29,0.252631579,0
0.3,0.273684211,0
0.24,0.294736842,0
0.25,0.305263158,0
0.27,0.252631579,0
0.26,0.189473684,0
0.28,0.242105263,0
0.19,0.242105263,0
0.22,0.178947368,0
0.28,0.242105263,0
0.29,0.2,0
0.22,0.2,0
0.31,0.326315789,0
0.31,0.210526316,0
0.29,0.273684211,0
0.32,0.168421053,0
0.21,0.263157895,0
0.28,0.336842105,0
0.17,0.252631579,0
0.27,0.263157895,0
0.24,0.263157895,0
0.23,0.273684211,0
0.26,0.210526316,0
0.3,0.357894737,0
0.19,0.263157895,0
0.23,0.284210526,0
0.24,0.273684211,0
0.22,0.210526316,0
0.2,0.273684211,0
0.26,0.305263158,0
0.28,0.221052632,0
0.24,0.305263158,0
0.22,0.273684211,0
0.28,0.2,0
0.21,0.315789474,0
0.23,0.305263158,0
0.3,0.273684211,0
0.25,0.231578947,0
0.23,0.273684211,0
0.23,0.221052632,0
0.25,0.284210526,0
0.23,0.178947368,0
0.34,0.273684211,0
0.17,0.305263158,0
0.27,0.305263158,0
0.21,0.210526316,0
0.28,0.284210526,0
0.26,0.263157895,0
0.34,0.326315789,0
0.25,0.168421053,0
0.27,0.263157895,0
0.21,0.231578947,0
0.25,0.273684211,0
0.16,0.357894737,0
0.29,0.231578947,0
0.2,0.210526316,0
0.24,0.252631579,0
0.26,0.252631579,0
0.33,0.326315789,0
0.21,0.231578947,0
0.27,0.347368421,0
0.24,0.189473684,0
0.32,0.315789474,0
0.19,0.273684211,0
0.27,0.273684211,0
0.26,0.2,0
0.22,0.273684211,0
0.34,0.336842105,0
0.32,0.273684211,0
0.28,0.157894737,0
0.3,0.357894737,0
0.24,0.242105263,0
0.29,0.294736842,0
0.25,0.2,0
0.26,0.273684211,0
0.21,0.273684211,0
0.26,0.284210526,0
0.16,0.305263158,0
0.23,0.168421053,0
0.22,0.221052632,0
0.25,0.273684211,0
0.26,0.210526316,0
0.23,0.294736842,0
0.26,0.263157895,0
0.23,0.252631579,0
0.31,0.294736842,0
0.27,0.252631579,0
0.21,0.357894737,0
0.26,0.326315789,0
0.23,0.221052632,0
0.22,0.168421053,0
0.23,0.273684211,0
0.16,0.305263158,0
0.27,0.252631579,0
0.22,0.315789474,0
0.3,0.221052632,0
0.22,0.221052632,0
0.25,0.273684211,0
0.33,0.189473684,0
0.15,0.368421053,0
0.34,0.189473684,0
0.29,0.210526316,0
0.21,0.189473684,0
0.26,0.315789474,0
0.32,0.368421053,0
0.2,0.284210526,0
0.29,0.305263158,0
0.19,0.252631579,0
0.24,0.326315789,0
0.17,0.273684211,0
0.27,0.242105263,0
0.25,0.357894737,0
0.22,0.2,0
0.29,0.326315789,0
0.2,0.263157895,0
0.26,0.294736842,0
0.26,0.231578947,0
0.25,0.305263158,0
0.22,0.242105263,0
0.24,0.189473684,0
0.19,0.221052632,0
0.2,0.315789474,0
0.28,0.252631579,0
0.3,0.231578947,0
0.31,0.189473684,0
0.29,0.305263158,0
0.34,0.347368421,0
0.31,0.252631579,0
0.29,0.294736842,0
0.23,0.263157895,0
0.25,0.294736842,0
0.25,0.242105263,0
0.19,0.284210526,0
0.18,0.315789474,0
0.25,0.231578947,0
0.19,0.231578947,0
0.26,0.294736842,0
0.23,0.326315789,0
0.16,0.315789474,0
0.23,0.273684211,0
0.19,0.189473684,0
0.2,0.210526316,0
0.17,0.189473684,0
0.3,0.178947368,0
0.24,0.284210526,0
0.17,0.189473684,0
0.18,0.242105263,0
0.2,0.252631579,0
0.22,0.231578947,0
0.32,0.263157895,0
0.2,0.252631579,0
0.19,0.168421053,0
0.31,0.315789474,0
0.2,0.221052632,0
0.26,0.305263158,0
0.25,0.252631579,0
0.22,0.221052632,0
0.21,0.305263158,0
0.3,0.336842105,0
0.34,0.178947368,0
0.3,0.231578947,0
0.23,0.231578947,0
0.26,0.2,0
0.19,0.252631579,0
0.29,0.336842105,0
0.26,0.210526316,0
0.25,0.273684211,0
0.28,0.252631579,0
0.21,0.284210526,0
0.3,0.273684211,0
0.24,0.231578947,0
0.16,0.242105263,0
0.2,0.221052632,0
0.35,0.305263158,0
0.19,0.210526316,0
0.22,0.347368421,0
0.27,0.252631579,0
0.2,0.252631579,0
0.27,0.2,0
0.2,0.273684211,0
0.28,0.221052632,0
0.27,0.252631579,0
0.28,0.263157895,0
0.29,0.252631579,0
0.28,0.242105263,0
0.28,0.242105263,0
0.23,0.2,0
0.19,0.315789474,0
0.26,0.221052632,0
0.21,0.263157895,0
0.16,0.242105263,0
0.22,0.273684211,0
0.31,0.252631579,0
0.17,0.189473684,0
0.23,0.305263158,0
0.33,0.242105263,0
0.28,0.315789474,0
0.27,0.263157895,0
0.32,0.273684211,0
0.32,0.294736842,0
0.21,0.273684211,0
0.26,0.221052632,0
0.26,0.326315789,0
0.24,0.189473684,0
0.19,0.326315789,0
0.16,0.2,0
0.19,0.252631579,0
0.23,0.294736842,0
0.29,0.315789474,0
0.34,0.231578947,0
0.28,0.178947368,0
0.22,0.178947368,0
0.25,0.263157895,0
0.26,0.263157895,0
0.23,0.294736842,0
0.28,0.189473684,0
0.25,0.210526316,0
0.34,0.231578947,0
0.25,0.252631579,0
0.24,0.305263158,0
0.2,0.168421053,0
0.24,0.210526316,0
0.31,0.263157895,0
0.16,0.252631579,0
0.26,0.336842105,0
0.27,0.273684211,0
0.29,0.294736842,0
0.24,0.263157895,0
0.25,0.294736842,0
0.28,0.189473684,0
0.26,0.221052632,0
0.24,0.157894737,0
0.21,0.189473684,0
0.26,0.305263158,0
0.3,0.263157895,0
0.18,0.231578947,0
0.18,0.336842105,0
0.23,0.210526316,0
0.22,0.294736842,0
0.22,0.336842105,0
0.22,0.326315789,0
0.33,0.252631579,0
0.2,0.189473684,0
0.28,0.221052632,0
0.31,0.242105263,0
0.29,0.305263158,0
0.2,0.326315789,0
0.22,0.284210526,0
0.25,0.294736842,0
0.33,0.242105263,0
0.3,0.315789474,0
0.28,0.273684211,0
0.23,0.221052632,0
0.26,0.336842105,0
0.32,0.326315789,0
0.25,0.305263158,0
0.24,0.210526316,0
0.21,0.231578947,0
0.3,0.326315789,0
0.17,0.189473684,0
0.24,0.326315789,0
0.25,0.347368421,0
0.27,0.294736842,0
0.17,0.315789474,0
0.29,0.273684211,0
0.17,0.294736842,0
0.26,0.273684211,0
0.25,0.210526316,0
0.25,0.305263158,0
0.2,0.252631579,0
0.34,0.326315789,0
0.26,0.221052632,0
0.26,0.178947368,0
0.27,0.231578947,0
0.2,0.242105263,0
0.29,0.252631579,0
0.3,0.178947368,0
0.2,0.294736842,0
0.21,0.357894737,0
0.24,0.189473684,0
0.32,0.273684211,0
0.21,0.263157895,0
0.2,0.252631579,0
0.26,0.221052632,0
0.26,0.315789474,0
0.25,0.315789474,0
0.25,0.178947368,0
0.27,0.305263158,0
0.22,0.284210526,0
0.28,0.263157895,0
0.17,0.252631579,0
0.27,0.305263158,0
0.24,0.252631579,0
0.21,0.315789474,0
0.18,0.315789474,0
0.3,0.294736842,0
0.25,0.368421053,0
0.27,0.242105263,0
0.27,0.210526316,0
0.2,0.263157895,0
0.28,0.2,0
0.2,0.221052632,0
0.28,0.178947368,0
0.22,0.315789474,0
0.26,0.273684211,0
0.17,0.210526316,0
0.27,0.368421053,0
0.22,0.252631579,0
0.34,0.347368421,0
0.27,0.273684211,0
0.23,0.284210526,0
0.15,0.231578947,0
0.26,0.263157895,0
0.29,0.273684211,0
0.32,0.242105263,0
0.28,0.2,0
0.21,0.231578947,0
0.25,0.221052632,0
0.24,0.315789474,0
0.25,0.242105263,0
0.27,0.242105263,0
0.23,0.263157895,0
0.23,0.252631579,0
0.25,0.242105263,0
0.25,0.242105263,0
0.19,0.242105263,0
0.24,0.284210526,0
0.22,0.231578947,0
0.25,0.347368421,0
0.29,0.294736842,0
0.16,0.347368421,0
0.25,0.284210526,0
0.33,0.252631579,0
0.28,0.305263158,0
0.25,0.294736842,0
0.16,0.315789474,0
0.29,0.284210526,0
0.26,0.252631579,0
0.2,0.231578947,0
1,0.905263158,1
0.31,0.168421053,0
0.34,0.284210526,0
0.15,0.315789474,0
0.26,0.273684211,0
0.3,0.284210526,0
0.28,0.231578947,0
0.22,0.326315789,0
0.24,0.273684211,0
0.26,0.347368421,0
0.21,0.252631579,0
0.17,0.210526316,0
0.28,0.284210526,0
0.2,0.210526316,0
0.17,0.2,0
0.22,0.315789474,0
0.29,0.336842105,0
0.32,0.252631579,0
0.3,0.231578947,0
0.22,0.336842105,0
0.29,0.347368421,0
0.29,0.2,0
0.25,0.273684211,0
0.22,0.326315789,0
0.19,0.210526316,0
0.26,0.221052632,0
0.18,0.221052632,0
0.21,0.294736842,0
0.31,0.231578947,0
0.22,0.273684211,0
0.18,0.273684211,0
0.34,0.263157895,0
0.25,0.189473684,0
0.2,0.273684211,0
0.23,0.221052632,0
0.24,0.357894737,0
0.26,0.263157895,0
0.33,0.242105263,0
0.29,0.231578947,0
0.25,0.252631579,0
0.22,0.284210526,0
0.22,0.368421053,0
0.26,0.231578947,0
0.26,0.2,0
0.27,0.157894737,0
0.19,0.284210526,0
0.3,0.242105263,0
0.22,0.305263158,0
0.17,0.221052632,0
0.25,0.242105263,0
0.24,0.273684211,0
0.21,0.284210526,0
0.25,0.305263158,0
0.3,0.168421053,0
0.28,0.210526316,0
0.24,0.284210526,0
0.21,0.263157895,0
0.31,0.252631579,0
0.22,0.221052632,0
0.24,0.221052632,0
0.21,0.189473684,0
0.21,0.2,0
0.28,0.2,0
0.32,0.2,0
0.27,0.2,0
0.24,0.326315789,0
0.24,0.189473684,0
0.26,0.231578947,0
0.16,0.178947368,0
0.26,0.252631579,0
0.28,0.189473684,0
0.16,0.263157895,0
0.27,0.347368421,0
0.3,0.189473684,0
0.28,0.252631579,0
0.21,0.168421053,0
0.32,0.263157895,0
0.27,0.242105263,0
0.28,0.263157895,0
0.22,0.326315789,0
0.31,0.210526316,0
0.2,0.284210526,0
0.24,0.242105263,0
0.26,0.315789474,0
0.23,0.284210526,0
0.23,0.305263158,0
0.25,0.284210526,0
0.28,0.189473684,0
0.3,0.294736842,0
0.21,0.210526316,0
0.29,0.252631579,0
0.19,0.231578947,0
0.29,0.263157895,0
0.23,0.326315789,0
0.27,0.326315789,0
0.24,0.336842105,0
0.27,0.294736842,0
0.29,0.231578947,0
0.21,0.294736842,0
0.29,0.273684211,0
0.28,0.273684211,0
0.23,0.305263158,0
0.2,0.252631579,0
0.27,0.242105263,0
0.22,0.294736842,0
0.19,0.294736842,0
0.25,0.315789474,0
0.24,0.189473684,0
0.27,0.252631579,0
0.28,0.189473684,0
0.28,0.326315789,0
0.33,0.294736842,0
0.27,0.305263158,0
0.17,0.294736842,0
0.2,0.263157895,0
0.81,0.968421053,1
0.27,0.242105263,0
0.2,0.263157895,0
0.19,0.326315789,0
0.33,0.305263158,0
0.31,0.2,0
0.32,0.242105263,0
0.29,0.242105263,0
0.24,0.263157895,0
0.25,0.263157895,0
0.31,0.231578947,0
0.25,0.2,0
0.23,0.231578947,0
0.2,0.273684211,0
0.22,0.273684211,0
0.32,0.315789474,0
0.29,0.252631579,0
0.3,0.242105263,0
0.27,0.231578947,0
0.21,0.326315789,0
0.26,0.263157895,0
0.2,0.347368421,0
0.34,0.273684211,0
0.25,0.210526316,0
0.23,0.252631579,0
0.26,0.210526316,0
0.19,0.315789474,0
0.18,0.347368421,0
0.21,0.2,0
0.19,0.157894737,0
0.31,0.242105263,0
0.24,0.315789474,0
0.2,0.347368421,0
0.23,0.294736842,0
0.28,0.284210526,0
0.29,0.284210526,0
0.21,0.305263158,0
0.21,0.221052632,0
0.24,0.294736842,0
0.23,0.263157895,0
0.26,0.273684211,0
0.24,0.210526316,0
0.34,0.2,0
0.27,0.210526316,0
0.25,0.168421053,0
0.23,0.189473684,0
0.24,0.305263158,0
0.22,0.231578947,0
0.3,0.2,0
0.29,0.284210526,0
0.22,0.284210526,0
0.26,0.326315789,0
0.24,0.2,0
0.25,0.347368421,0
0.2,0.263157895,0
0.28,0.284210526,0
0.27,0.231578947,0
0.21,0.294736842,0
0.3,0.2,0
0.26,0.263157895,0
0.26,0.2,0
0.23,0.326315789,0
0.15,0.284210526,0
0.21,0.252631579,0
0.23,0.326315789,0
0.23,0.252631579,0
0.27,0.294736842,0
0.18,0.263157895,0
0.3,0.2,0
0.21,0.210526316,0
0.26,0.294736842,0
0.17,0.273684211,0
0.25,0.168421053,0
0.24,0.284210526,0
0.2,0.326315789,0
0.21,0.326315789,0
0.26,0.294736842,0
0.19,0.294736842,0
0.29,0.336842105,0
0.19,0.273684211,0
0.27,0.189473684,0
0.18,0.273684211,0
0.17,0.189473684,0
0.27,0.242105263,0
0.25,0.284210526,0
0.32,0.263157895,0
0.24,0.315789474,0
0.22,0.273684211,0
0.23,0.221052632,0
0.22,0.210526316,0
0.25,0.242105263,0
0.27,0.284210526,0
0.28,0.368421053,0
0.26,0.242105263,0
0.25,0.231578947,0
0.25,0.2,0
0.24,0.273684211,0
0.24,0.221052632,0
0.33,0.252631579,0
0.22,0.252631579,0
0.34,0.315789474,0
0.3,0.284210526,0
0.25,0.252631579,0
0.22,0.231578947,0
0.3,0.2,0
0.22,0.315789474,0
0.28,0.294736842,0
0.29,0.315789474,0
0.24,0.284210526,0
0.34,0.263157895,0
0.34,0.315789474,0
0.24,0.231578947,0
0.24,0.357894737,0
0.31,0.252631579,0
0.22,0.210526316,0
0.25,0.273684211,0
0.23,0.231578947,0
0.24,0.284210526,0
0.26,0.263157895,0
0.31,0.231578947,0
0.22,0.189473684,0
0.3,0.273684211,0
0.3,0.294736842,0
0.19,0.252631579,0
0.31,0.231578947,0
0.22,0.273684211,0
0.33,0.273684211,0
0.24,0.252631579,0
0.2,0.178947368,0
0.21,0.294736842,0
0.19,0.157894737,0
0.25,0.315789474,0
0.22,0.284210526,0
0.22,0.284210526,0
0.31,0.231578947,0
0.24,0.284210526,0
0.26,0.221052632,0
0.3,0.294736842,0
0.22,0.315789474,0
0.29,0.231578947,0
0.28,0.231578947,0
0.26,0.221052632,0
0.34,0.305263158,0
0.26,0.252631579,0
0.25,0.252631579,0
0.22,0.168421053,0
0.26,0.326315789,0
